,numepolice,annee_reference,n_sinistre,montantsinistre
78176,738846,2012,20169964,348.876217012588
78182,102956,2016,20169965,2536.68457167823
78184,228176,2009,20169966,685.307678130769
78186,721489,2009,20169967,5497.47474105442
78187,721704,2015,20169968,743.435454128511
78189,178548,2009,20169969,144.668873948714
78191,799577,2012,20169970,1659.21927090115
78192,436340,2009,20169971,410.143294397356
78193,112885,2012,20169972,9821.99640574126
78197,480911,2008,20169973,7503.97039245976
78197.1,480911,2008,20169974,4849.19377237593
78199,802803,2017,20169975,1631.30064722775
78202,935259,2016,20169976,989.979777917663
78205,393606,2013,20169977,199.567129687225
78207,974,2008,20169978,843.389727122008
78207.1,974,2008,20169979,389.215734264998
78208,701154,2016,20169980,1657.50704343825
78208.1,701154,2016,20169981,94038.2171495943
78208.2,701154,2016,20169982,16199.8920564903
78209,379994,2013,20169983,1028.71700025169
78213,829187,2008,20169984,9727.09139769802
78214,38395,2013,20169985,28.5346881196092
78215,586337,2009,20169986,558.688372929982
78217,894181,2016,20169987,1787.70795863848
78217.1,894181,2016,20169988,415.343302907969
78218,806894,2008,20169989,7864.98419625481
78218.1,806894,2008,20169990,2565.95060819617
78218.2,806894,2008,20169991,2395.64166132743
78223,696534,2012,20169992,512.6249989547
78229,494750,2016,20169993,6866.54019298664
78229.1,494750,2016,20169994,4313.27406598264
78233,47153,2015,20169995,468.441714203784
78239,342813,2012,20169996,2206.11648978256
78240,278601,2017,20169997,102.274690091711
78241,726039,2015,20169998,1623.08752717354
78244,394508,2015,20169999,3717.91634293052
78246,883506,2017,20170000,3009.4540200208
78247,423331,2008,20170001,6975.74135732146
78247.1,423331,2008,20170002,2139.71971012008
78249,404546,2013,20170003,3702.58298313461
78251,418449,2015,20170004,23596.0568545216
78251.1,418449,2015,20170005,6069.55049563895
78252,76329,2016,20170006,4002.54212503545
78254,561492,2011,20170007,7396.59397936539
78260,108392,2012,20170008,13582.9641815186
78260.1,108392,2012,20170009,13533.6536443817
78261,729179,2009,20170010,2344.00090808635
78261.1,729179,2009,20170011,579.64510569497
78263,769940,2012,20170012,1357.5722988931
78264,904253,2017,20170013,1862.20966689587
78266,966010,2016,20170014,1506.1457176218
78269,189125,2013,20170015,1279.52592976226
78270,420398,2010,20170016,4307.6918125249
78270.1,420398,2010,20170017,1250.23321438253
78272,967313,2016,20170018,452.284043803236
78274,84401,2015,20170019,1054.92786544103
78274.1,84401,2015,20170020,5872.9585500914
78276,183235,2008,20170021,477.61358330382
78278,903652,2013,20170022,181.822961228118
78280,434220,2013,20170023,16189.6532042413
78280.1,434220,2013,20170024,2901.47082886422
78284,152562,2010,20170025,676.727340489396
78287,700054,2016,20170026,1074.75482686848
78287.1,700054,2016,20170027,19918.0188411449
78287.2,700054,2016,20170028,96.5170652133131
78288,956639,2016,20170029,347.054088224525
78289,784183,2008,20170030,4834.70259894739
78289.1,784183,2008,20170031,3622.88912882365
78290,269243,2008,20170032,141.557894302976
78292,145196,2016,20170033,1140.94373311133
78300,661161,2010,20170034,6400.61212327219
78300.1,661161,2010,20170035,11566.3006927573
78300.2,661161,2010,20170036,20701.8194336394
78303,164992,2014,20170037,3216.92677614006
78304,381581,2016,20170038,588.064362161635
78307,18533,2010,20170039,179.426035046437
78310,84781,2008,20170040,548.283526783383
78313,257151,2008,20170041,1612.32759167292
78313.1,257151,2008,20170042,8870.21488794193
78313.2,257151,2008,20170043,5970.65415781689
78313.3,257151,2008,20170044,38359.1837903327
78314,86099,2010,20170045,66.595166493629
78315,676694,2016,20170046,18483.5330633412
78315.1,676694,2016,20170047,6104.48192575705
78316,268684,2010,20170048,218.486211858747
78317,654720,2010,20170049,2082.78424035416
78320,324928,2009,20170050,1136.97818125851
78323,119935,2010,20170051,191.779923224202
78327,357125,2015,20170052,3491.57836084182
78327.1,357125,2015,20170053,1941.66523373061
78330,858059,2016,20170054,247.449321622071
78332,621597,2010,20170055,2336.97409473047
78332.1,621597,2010,20170056,1731.87732430315
78334,992529,2016,20170057,7052.25073959751
78339,392654,2017,20170058,1703.96162895193
78341,283696,2012,20170059,33430.0532525522
78341.1,283696,2012,20170060,39901.7805483282
78343,257319,2012,20170061,46.5919270166121
78343.1,257319,2012,20170062,531.69977982175
78347,134354,2010,20170063,625.701598644211
78348,113886,2014,20170064,9053.32129619058
78348.1,113886,2014,20170065,7810.23919614142
78351,819703,2008,20170066,3203.66098647395
78352,665926,2011,20170067,2978.16600795475
78357,859776,2009,20170068,437.735627914449
78360,402727,2017,20170069,13347.4552636792
78361,142623,2012,20170070,1516.9659431965
78362,898830,2015,20170071,12637.6780659559
78362.1,898830,2015,20170072,1009.57510109937
78363,140636,2008,20170073,4036.19105189346
78364,255643,2013,20170074,459.71854558064
78365,473421,2008,20170075,1393.12718272684
78365.1,473421,2008,20170076,8796.82316965317
78366,472523,2014,20170077,1075.69471030743
78367,677997,2009,20170078,1882.19102716253
78370,36720,2010,20170079,10124.7887423319
78370.1,36720,2010,20170080,2335.28570526907
78371,849511,2016,20170081,387.080340376892
78371.1,849511,2016,20170082,160.851454927887
78373,378308,2013,20170083,31133.7618756764
78373.1,378308,2013,20170084,2085.08759704256
78373.2,378308,2013,20170085,66403.417892207
78377,987212,2014,20170086,3061.33878532255
78378,446317,2010,20170087,1927.79636841102
78379,840834,2016,20170088,2910.34714287984
78379.1,840834,2016,20170089,13394.9552524465
78380,21194,2011,20170090,1478.65392926083
78380.1,21194,2011,20170091,4040.14268904587
78380.2,21194,2011,20170092,12578.5738455237
78381,18266,2012,20170093,3303.67439031128
78381.1,18266,2012,20170094,569.68853085642
78383,971289,2017,20170095,948.276835565564
78385,644205,2014,20170096,368.404224832113
78386,576351,2012,20170097,290.264062416026
78387,64117,2010,20170098,6397.94652135421
78388,466752,2015,20170099,5635.71928014532
78388.1,466752,2015,20170100,14993.3211993271
78393,96113,2011,20170101,8368.77506439641
78394,488325,2011,20170102,2913.37231578756
78395,745995,2009,20170103,149.108928809434
78396,380641,2015,20170104,13665.5330711482
78396.1,380641,2015,20170105,2102.6258255638
78396.2,380641,2015,20170106,14548.7482006105
78398,5672,2013,20170107,149.191785354765
78403,523153,2015,20170108,1594.37733781059
78403.1,523153,2015,20170109,13986.736301049
78404,784106,2013,20170110,637.11882664648
78405,463861,2009,20170111,1591.07480265994
78407,428959,2012,20170112,922.374333213541
78408,342100,2008,20170113,8751.35242087312
78408.1,342100,2008,20170114,684.879583371438
78410,25963,2014,20170115,8760.72546440182
78418,254908,2008,20170116,1228.91768642048
78420,826867,2010,20170117,1066.33592010319
78420.1,826867,2010,20170118,12939.4616813214
78421,87760,2017,20170119,2331.11133794419
78425,4422,2016,20170120,433.82771605135
78428,617968,2012,20170121,37051.633351898
78428.1,617968,2012,20170122,3728.62872584142
78430,934755,2017,20170123,347.857201058454
78430.1,934755,2017,20170124,5936.85388979635
78435,300489,2012,20170125,242.03238725583
78435.1,300489,2012,20170126,3326.48569907586
78436,775489,2017,20170127,218.098548932734
78437,79998,2015,20170128,4338.82277645306
78437.1,79998,2015,20170129,5989.27069660644
78440,789936,2017,20170130,5581.8167415537
78441,737019,2017,20170131,8273.18448277756
78442,647281,2017,20170132,1203.56015362128
78443,441677,2016,20170133,32098.4775020086
78443.1,441677,2016,20170134,24691.1026899058
78443.2,441677,2016,20170135,11403.9371579712
78444,234797,2015,20170136,2935.51925227243
78445,710527,2010,20170137,4726.97698736943
78445.1,710527,2010,20170138,6597.04470137569
78446,394452,2013,20170139,493.19168543022
78446.1,394452,2013,20170140,1742.21928106279
78447,207190,2009,20170141,306.638607612464
78447.1,207190,2009,20170142,5202.69141654525
78447.2,207190,2009,20170143,1584.99826334743
78449,321698,2010,20170144,735.080246660708
78449.1,321698,2010,20170145,47.387608499048
78450,605604,2012,20170146,276.35594479308
78451,627570,2009,20170147,994.707717272702
78456,168464,2016,20170148,2448.25156073749
78458,437248,2010,20170149,244.502074740418
78459,702159,2011,20170150,2206.49335657345
78460,534303,2009,20170151,6193.56841460957
78463,263864,2015,20170152,21125.2910707167
78463.1,263864,2015,20170153,31315.5295742644
78463.2,263864,2015,20170154,4910.66443924538
78464,351687,2015,20170155,3641.51460335137
78468,365474,2016,20170156,209.383217621218
78469,216202,2010,20170157,120.539053537696
78471,64896,2010,20170158,353.540171919797
78472,928104,2009,20170159,38.63312730565
78474,736513,2008,20170160,6680.18986520368
78474.1,736513,2008,20170161,4498.10911897676
78475,210673,2010,20170162,953.237562210663
78476,60737,2011,20170163,1504.46802863256
78477,472796,2013,20170164,27.0542019485114
78478,403637,2015,20170165,330.709017931788
78479,980573,2015,20170166,2161.18580813197
78479.1,980573,2015,20170167,454.586744139395
78482,190467,2017,20170168,719.596475678214
78483,336527,2012,20170169,1715.44070747686
78489,582046,2013,20170170,249.388323893033
78490,820624,2010,20170171,99.3973721316222
78490.1,820624,2010,20170172,2682.58688380495
78491,914249,2014,20170173,255.586965669218
78492,269878,2014,20170174,948.460251586797
78504,63937,2011,20170175,261.764384911402
78508,348940,2017,20170176,47.8046304294407
78513,616163,2014,20170177,403.509342717436
78516,650365,2016,20170178,19190.7051799459
78516.1,650365,2016,20170179,13157.296830341
78517,105416,2014,20170180,12345.8421220774
78517.1,105416,2014,20170181,14362.0504395339
78522,557715,2013,20170182,18838.6632071734
78522.1,557715,2013,20170183,9995.52814346618
78527,651391,2014,20170184,2514.565677312
78527.1,651391,2014,20170185,574.318945030103
78530,222566,2014,20170186,2382.89181145177
78535,757218,2013,20170187,453.326387755858
78536,285810,2011,20170188,6981.14107999563
78536.1,285810,2011,20170189,2304.64547666319
78537,739261,2014,20170190,245.038193415243
78539,548913,2012,20170191,3715.81104458149
78541,940757,2012,20170192,521.682012797132
78542,246310,2008,20170193,1843.0016804329
78543,976801,2009,20170194,1070.81153886043
78545,455097,2016,20170195,2521.2059680225
78547,700994,2008,20170196,3119.3715673297
78549,437593,2016,20170197,121.655376467332
78558,633177,2015,20170198,536.56566177172
78559,131794,2011,20170199,6908.09537311483
78559.1,131794,2011,20170200,936.068549465605
78560,806580,2012,20170201,308.374865587483
78561,562444,2014,20170202,12428.298861642
78561.1,562444,2014,20170203,1906.78771464155
78562,492531,2015,20170204,777.803626983167
78565,864826,2011,20170205,16.224954990902
78567,939124,2016,20170206,160.763119897724
78567.1,939124,2016,20170207,171.131757535462
78568,781591,2011,20170208,1162.83765664118
78571,830008,2014,20170209,1783.66557397725
78571.1,830008,2014,20170210,1471.07188463605
78573,583210,2013,20170211,1514.04485964348
78576,909417,2010,20170212,214.913527688441
78577,687827,2011,20170213,1811.53365890443
78577.1,687827,2011,20170214,1561.39151526719
78579,973995,2011,20170215,743.403025262389
78580,246814,2016,20170216,239.130622757758
78582,492766,2015,20170217,792.563342099759
78584,955212,2013,20170218,1958.21151946265
78584.1,955212,2013,20170219,5454.97400937039
78584.2,955212,2013,20170220,13684.3680548658
78588,106844,2017,20170221,3882.98346191263
78588.1,106844,2017,20170222,4841.8576527848
78589,955664,2015,20170223,1938.38513332161
78589.1,955664,2015,20170224,17897.3242929541
78591,307251,2009,20170225,4478.36563728144
78593,251179,2009,20170226,2486.7575364381
78593.1,251179,2009,20170227,2943.74112387086
78594,763758,2013,20170228,1067.00414150547
78598,816049,2009,20170229,835.958402463331
78598.1,816049,2009,20170230,76.8290339265632
78600,522732,2014,20170231,8801.42467024825
78600.1,522732,2014,20170232,19748.9028096953
78602,704575,2014,20170233,14407.9260557937
78602.1,704575,2014,20170234,907.633524403779
78603,562017,2010,20170235,279.09897804955
78606,226399,2017,20170236,11285.6601710839
78606.1,226399,2017,20170237,14291.9251704723
78609,554458,2013,20170238,259.770642772353
78610,312141,2015,20170239,442.509811611501
78612,477838,2012,20170240,777.133504289956
78613,509043,2009,20170241,418.040245579439
78613.1,509043,2009,20170242,2893.55034606323
78613.2,509043,2009,20170243,284.07657356955
78616,493461,2009,20170244,56.81183806668
78617,55595,2010,20170245,71.6294248257485
78621,633829,2010,20170246,15.3058557393057
78623,756336,2009,20170247,15443.6158238156
78623.1,756336,2009,20170248,7132.32247399812
78626,338856,2012,20170249,720.860121945268
78629,114479,2014,20170250,3264.72560471811
78632,459752,2009,20170251,6303.05422121787
78632.1,459752,2009,20170252,11652.5432927802
78634,319392,2008,20170253,81.4496600900745
78639,767269,2013,20170254,3464.68832892966
78639.1,767269,2013,20170255,9060.47674744575
78639.2,767269,2013,20170256,3489.27267861418
78642,838527,2011,20170257,1512.79719544172
78642.1,838527,2011,20170258,25768.1939121744
78644,465360,2017,20170259,219.027734895871
78644.1,465360,2017,20170260,270.600481505904
78646,212084,2011,20170261,4307.87840601626
78652,86341,2011,20170262,161.901622545132
78656,611043,2010,20170263,710.780743018792
78657,319052,2011,20170264,1349.36194426207
78659,54228,2014,20170265,284.494085526965
78661,411768,2009,20170266,7184.37439551463
78665,865652,2015,20170267,20.2613700572289
78669,130735,2013,20170268,1094.97906793514
78669.1,130735,2013,20170269,39202.2595447662
78670,981512,2015,20170270,2991.55159965821
78671,465443,2016,20170271,183.649849301653
78672,549949,2013,20170272,561.416737983336
78678,834269,2011,20170273,502.290961082017
78678.1,834269,2011,20170274,2288.26235127408
78681,146725,2010,20170275,966.986048321542
78682,992747,2014,20170276,3297.10711436869
78684,654963,2011,20170277,2387.73165368134
78685,105647,2010,20170278,146.349089087432
78686,881055,2008,20170279,13583.7359573423
78686.1,881055,2008,20170280,2647.08189176075
78686.2,881055,2008,20170281,1911.48681756895
78687,379348,2010,20170282,7123.73174954032
78687.1,379348,2010,20170283,29473.1079050077
78688,930926,2014,20170284,933.017812447106
78689,936333,2010,20170285,2936.77396232139
78694,333916,2008,20170286,215.414730599469
78697,115819,2010,20170287,464.620608318054
78698,510088,2013,20170288,16842.6900154684
78698.1,510088,2013,20170289,4886.23236975496
78701,133059,2010,20170290,594.552455587939
78706,937222,2008,20170291,125.967044720758
78707,152943,2012,20170292,926.050074439282
78708,836821,2017,20170293,15477.3256477124
78708.1,836821,2017,20170294,76422.5783389135
78708.2,836821,2017,20170295,26799.5925201677
78708.3,836821,2017,20170296,21984.3659319191
78718,922503,2015,20170297,700.470404228259
78720,987839,2015,20170298,316.606964046806
78721,444380,2011,20170299,7619.48834132604
